t 1fps,x,vx,v,ax,a,,t 2fps,x,vx,v,ax,a,,t 3fps,x,vx,v,ax,a,,t 4fps,x,vx,v,ax,a,,t 5fps,x,vx,v,ax,a
9.04237,-0.57677,-0.04207,0.04236,-0.25827,0.74969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.05905,-0.57745,-0.04966,0.05038,-0.54451,0.69127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.07573,-0.57843,-0.06258,0.06324,-0.33497,2.07996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.09242,-0.57953,-0.06129,0.08485,0.41272,0.54239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.10910,-0.58047,-0.04804,0.06063,0.42407,1.46491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.12578,-0.58114,-0.04477,0.04603,-0.02421,1.52340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.14247,-0.58197,-0.05125,0.05133,-0.22989,0.32553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.15915,-0.58285,-0.05222,0.05242,-0.06186,0.16605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.17583,-0.58371,-0.05281,0.05335,-0.17713,0.52132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.19252,-0.58461,-0.05793,0.05853,-0.08988,0.43266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.20920,-0.58564,-0.05745,0.05914,0.18354,0.21162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.22588,-0.58653,-0.05031,0.05056,0.28856,0.33675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.24257,-0.58732,-0.04772,0.04895,0.12142,0.16909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.25925,-0.58812,-0.04678,0.04685,-0.04091,0.27045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.27593,-0.58888,-0.04843,0.04848,-0.13342,0.38009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.29262,-0.58973,-0.05198,0.05222,-0.19678,0.61820,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.30930,-0.59062,-0.05465,0.05570,-0.02892,0.45635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.32598,-0.59156,-0.05369,0.05746,-0.10108,0.57919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.34267,-0.59241,-0.05625,0.05778,0.26271,0.78738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.35935,-0.59343,-0.04864,0.04981,0.30891,0.40633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.37603,-0.59403,-0.04080,0.04115,0.01807,0.10264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.39272,-0.59480,-0.05063,0.05171,-0.17053,0.27531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.40940,-0.59572,-0.04818,0.04861,0.09639,0.24473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.42608,-0.59640,-0.04419,0.04524,0.06884,0.70556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.44277,-0.59720,-0.04780,0.05446,-0.18129,0.69389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.45945,-0.59800,-0.04966,0.05209,0.14439,0.68046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.47613,-0.59885,-0.04434,0.04455,0.16297,0.23748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.49282,-0.59948,-0.04149,0.04685,0.03485,0.28996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.50950,-0.60024,-0.04531,0.04532,-0.12109,0.25335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.52618,-0.60099,-0.04494,0.04566,-0.02534,0.32224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.54287,-0.60174,-0.04595,0.04693,-0.33861,0.35363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.55955,-0.60252,-0.05544,0.05767,-0.35270,0.46688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.57623,-0.60359,-0.06038,0.06040,0.01199,0.14597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.59292,-0.60454,-0.05342,0.05453,0.51272,0.53384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.60960,-0.60537,-0.04360,0.04496,0.23971,0.25004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.62628,-0.60599,-0.04333,0.04334,-0.15710,0.63942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.64297,-0.60681,-0.05114,0.05115,-0.33294,0.60895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.65965,-0.60770,-0.05400,0.05868,0.03549,0.42324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.67633,-0.60862,-0.05059,0.05314,0.16757,0.54256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.69302,-0.60939,-0.04692,0.04692,0.10458,0.95460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.70970,-0.61018,-0.04788,0.04924,-0.22482,0.25198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.72638,-0.61098,-0.05362,0.05439,-0.01540,0.42695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.74307,-0.61197,-0.05107,0.05164,0.23673,0.23687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.75975,-0.61269,-0.04269,0.04338,0.05798,0.42014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.77643,-0.61340,-0.04920,0.05029,-0.38197,0.39722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.79312,-0.61433,-0.05728,0.05895,0.12640,0.25465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.80980,-0.61531,-0.04612,0.04612,0.52415,0.57670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.82648,-0.61587,-0.03578,0.03950,0.17451,0.22360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.84317,-0.61650,-0.04204,0.04213,-0.25617,0.51747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.85985,-0.61727,-0.04537,0.04541,-0.13078,0.26704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.87653,-0.61801,-0.04542,0.04543,0.01746,0.09902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.89322,-0.61879,-0.04533,0.04536,-0.23186,0.25201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.90990,-0.61953,-0.05167,0.05185,0.04155,0.22126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.92658,-0.62051,-0.04780,0.04810,0.32211,0.60184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.94327,-0.62112,-0.03665,0.03819,0.22010,0.60831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.95995,-0.62173,-0.04142,0.04561,-0.17106,0.19180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.97663,-0.62250,-0.04398,0.04421,-0.12830,1.01274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.99332,-0.62320,-0.04411,0.04623,-0.22118,0.47588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01000,-0.62398,-0.05156,0.05327,0.08664,0.20176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.02668,-0.62492,-0.04418,0.04427,0.34791,0.56804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.04337,-0.62545,-0.03511,0.03512,0.04913,0.30985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.06005,-0.62609,-0.04451,0.04566,-0.62351,0.63127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07673,-0.62693,-0.05625,0.05710,0.07605,0.46890,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.09342,-0.62797,-0.04522,0.04625,0.40358,0.57366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.11010,-0.62844,-0.03602,0.03643,0.24857,0.57283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.12678,-0.62917,-0.04181,0.04320,-0.24126,0.24706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.14347,-0.62984,-0.04211,0.04213,-0.05044,0.40165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.16015,-0.63058,-0.04439,0.04539,-0.17908,0.27352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.17683,-0.63132,-0.04737,0.04745,-0.01167,0.57990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.19352,-0.63216,-0.04619,0.04661,0.17434,0.51242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.21020,-0.63286,-0.04023,0.04369,0.24499,0.52164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.22688,-0.63350,-0.03811,0.04277,0.08549,0.20140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.24357,-0.63413,-0.03760,0.03984,0.06497,0.62859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.26025,-0.63476,-0.03609,0.03626,-0.08939,0.16276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.27693,-0.63534,-0.03957,0.03995,-0.32125,0.32909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.29362,-0.63608,-0.04785,0.04833,-0.03563,0.30909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.31030,-0.63693,-0.04238,0.04377,0.13769,0.75715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.32698,-0.63749,-0.03933,0.04258,0.06714,0.09832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.34367,-0.63825,-0.04339,0.04456,-0.10924,0.56305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.36035,-0.63894,-0.04158,0.04178,-0.21356,0.84879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.37703,-0.63963,-0.04966,0.05238,-0.15382,0.19184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.39372,-0.64060,-0.05007,0.05025,0.17529,0.38589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.41040,-0.64130,-0.04074,0.04086,0.23578,0.23591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.42708,-0.64195,-0.04233,0.04360,-0.06970,0.25095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.44377,-0.64272,-0.04443,0.04469,-0.05333,0.05413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.46045,-0.64344,-0.04328,0.04387,-0.09012,0.16061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.47713,-0.64416,-0.04709,0.04897,0.02050,0.53440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.49382,-0.64501,-0.04456,0.04930,0.14249,0.35183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.51050,-0.64565,-0.03979,0.04091,-0.05583,0.46134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52718,-0.64634,-0.04695,0.04708,-0.14192,0.96028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.54387,-0.64721,-0.04676,0.04866,0.13385,0.31709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.56055,-0.64790,-0.04012,0.04041,0.37072,0.46643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.57723,-0.64855,-0.03553,0.03661,0.15180,0.26284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.59392,-0.64908,-0.03379,0.03429,-0.07629,0.37581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.61060,-0.64968,-0.03879,0.03884,-0.10898,0.30689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.62728,-0.65038,-0.03845,0.03872,-0.01016,0.33363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.64397,-0.65096,-0.03744,0.03852,0.20396,0.21779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.66065,-0.65163,-0.03363,0.03379,0.06359,0.30878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.67733,-0.65208,-0.03254,0.03274,-0.08710,0.11155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.69402,-0.65271,-0.03867,0.03871,-0.01811,0.51360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.71070,-0.65338,-0.03364,0.03628,0.06516,0.22738,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.72738,-0.65383,-0.03369,0.03370,-0.19462,0.55965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.74407,-0.65450,-0.04243,0.04431,0.20435,0.24062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.76075,-0.65525,-0.02898,0.03004,0.26327,0.91767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.77743,-0.65547,-0.02676,0.03228,-0.11841,0.65594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.79412,-0.65614,-0.03931,0.04748,-0.65173,0.66085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.81080,-0.65678,-0.04519,0.05196,0.07956,0.73718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.82748,-0.65765,-0.04052,0.04052,0.34428,1.03918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.84417,-0.65813,-0.02927,0.03118,0.45217,0.50220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.86085,-0.65863,-0.02756,0.02782,-0.16900,0.63693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.87753,-0.65905,-0.03311,0.03416,-0.34189,0.38570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.89422,-0.65973,-0.04141,0.04188,-0.36284,0.36746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.91090,-0.66043,-0.04398,0.04399,-0.04089,0.15131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.92758,-0.66120,-0.04361,0.04392,0.03634,0.25194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.94427,-0.66189,-0.04173,0.04233,0.38705,0.39542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.96095,-0.66259,-0.03256,0.03291,0.23734,0.28853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.97763,-0.66297,-0.02997,0.02998,0.01268,0.31406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.99432,-0.66359,-0.03573,0.03597,-0.16420,0.17920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01100,-0.66417,-0.03410,0.03444,0.01715,0.18227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.02768,-0.66473,-0.03507,0.03518,-0.04390,0.17499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.04437,-0.66534,-0.03603,0.03610,-0.02779,0.09015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.06105,-0.66593,-0.03572,0.03578,-0.00900,0.02066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.07773,-0.66653,-0.03630,0.03636,0.13636,0.18291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.09442,-0.66714,-0.03202,0.03218,0.22663,0.49047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11110,-0.66760,-0.02726,0.03040,-0.17156,0.18727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.12778,-0.66805,-0.03707,0.03890,-0.07629,0.90141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.14447,-0.66883,-0.03435,0.03971,0.30546,0.66025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.16115,-0.66920,-0.02193,0.02603,0.14859,0.54314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.17783,-0.66956,-0.03002,0.03083,-0.60878,0.83863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.19452,-0.67020,-0.04374,0.04377,-0.20991,0.38987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.21120,-0.67102,-0.03898,0.03919,0.32196,0.38934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.22788,-0.67150,-0.02913,0.02976,0.25160,0.25792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.24457,-0.67200,-0.03192,0.03198,-0.20956,0.24071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.26125,-0.67257,-0.03636,0.03637,-0.25641,0.26495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.27793,-0.67321,-0.04052,0.04084,-0.17883,0.19487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.29462,-0.67392,-0.04254,0.04275,-0.01625,0.17664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.31130,-0.67463,-0.04104,0.04106,0.08713,0.20077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.32798,-0.67529,-0.03920,0.04003,0.07281,0.11559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.34467,-0.67594,-0.03879,0.03949,0.23802,0.32099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.36135,-0.67658,-0.03217,0.03251,0.35681,0.39545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.37803,-0.67701,-0.02515,0.02531,0.21472,0.21482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.39472,-0.67742,-0.02562,0.02565,-0.28919,0.45117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.41140,-0.67787,-0.03411,0.03636,-0.41022,0.46120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.42808,-0.67856,-0.04132,0.04158,-0.35273,0.39474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.44477,-0.67924,-0.04429,0.04431,0.21936,0.33369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.46145,-0.68004,-0.03652,0.03884,0.53116,0.57205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.47813,-0.68046,-0.02329,0.02335,0.31263,0.66875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.49482,-0.68081,-0.02626,0.02712,-0.14865,0.25283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.51150,-0.68134,-0.03025,0.03081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.52818,-0.68182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.56155,-0.68314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.57823,-0.68376,-0.03386,0.03416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.59492,-0.68427,-0.03153,0.03160,0.23667,0.24619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.61160,-0.68481,-0.02736,0.02907,-0.11084,0.19817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.62828,-0.68518,-0.03228,0.03232,-0.14672,0.49012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.64497,-0.68589,-0.03659,0.03661,0.06924,0.14194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.66165,-0.68640,-0.02746,0.02746,0.11238,0.20814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.67833,-0.68680,-0.03154,0.03226,-0.44246,0.46307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.69502,-0.68746,-0.04419,0.04441,-0.30203,0.38132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.71170,-0.68828,-0.04287,0.04439,0.35280,0.60468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.72838,-0.68889,-0.03072,0.03102,0.58493,0.60815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.74507,-0.68930,-0.02289,0.02390,-0.06264,0.27320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.76175,-0.68965,-0.03154,0.03524,-0.21348,0.38822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.77843,-0.69036,-0.03445,0.03449,-0.01009,0.01608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.79512,-0.69080,-0.02796,0.02969,0.04473,0.07025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.81180,-0.69129,-0.03377,0.03636,0.03942,0.30869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.82848,-0.69193,-0.02909,0.03004,0.04678,0.64127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.84517,-0.69226,-0.02778,0.02868,-0.01656,0.28159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.86185,-0.69285,-0.03354,0.03619,-0.02179,0.03503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.87853,-0.69338,-0.02733,0.03038,0.10706,0.26676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.89522,-0.69377,-0.02840,0.02842,-0.22604,0.66070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.91190,-0.69433,-0.03648,0.03690,-0.00557,0.25102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.92858,-0.69498,-0.03005,0.03135,0.45548,0.47426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.94527,-0.69533,-0.01848,0.01850,0.26112,0.33773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.96195,-0.69560,-0.02134,0.02135,-0.12875,0.21296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.97863,-0.69604,-0.02475,0.02611,-0.33285,0.35330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.99532,-0.69643,-0.03025,0.03063,-0.19191,0.44855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.01200,-0.69705,-0.03391,0.03466,0.02626,0.11403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.02868,-0.69756,-0.02776,0.02834,0.23969,0.50725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.04537,-0.69798,-0.02557,0.02948,0.26052,0.50954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.06205,-0.69841,-0.02041,0.02336,-0.31513,0.36545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07873,-0.69866,-0.03193,0.03194,-0.19217,0.34565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.09542,-0.69948,-0.03461,0.03654,0.42237,0.48662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.11210,-0.69981,-0.01234,0.01244,0.51694,0.51711,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.12878,-0.69989,-0.01564,0.02139,-0.21128,0.21460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.14547,-0.70033,-0.02404,0.02459,-0.31297,0.48580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.16215,-0.70069,-0.02345,0.02435,-0.04066,0.28169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.17883,-0.70112,-0.02626,0.02630,-0.53580,0.55503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.19552,-0.70157,-0.03947,0.03956,0.00802,0.14369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.21220,-0.70243,-0.03226,0.03256,0.60381,0.60386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.22888,-0.70264,-0.01200,0.01219,0.35891,0.36260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.24557,-0.70283,-0.02149,0.02165,-0.67131,0.74532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.26225,-0.70336,-0.03664,0.03726,-0.20853,0.39524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.27893,-0.70406,-0.03011,0.03096,0.22361,0.29018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.29562,-0.70437,-0.02431,0.02431,0.53740,0.53840,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.31230,-0.70487,-0.01732,0.01894,0.08208,0.37761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.32898,-0.70494,-0.01552,0.01557,-0.00277,0.82620,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.34567,-0.70539,-0.02289,0.02458,-0.36761,0.56627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.36235,-0.70571,-0.02445,0.02445,-0.15107,0.33596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.37903,-0.70620,-0.02989,0.03374,-0.38902,0.41797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.39572,-0.70670,-0.03594,0.03612,0.03317,0.55098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.41240,-0.70740,-0.03181,0.03187,0.44474,0.50528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.42908,-0.70777,-0.01800,0.01892,0.37428,0.65061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.44577,-0.70800,-0.01894,0.02419,-0.10109,0.39462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.46245,-0.70840,-0.02337,0.02347,-0.11419,0.34323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.47913,-0.70878,-0.02207,0.02290,-0.00670,0.02086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.49582,-0.70913,-0.02311,0.02450,0.07412,0.75071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.51250,-0.70955,-0.02088,0.02461,-0.01867,0.33980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.52918,-0.70983,-0.02157,0.02183,-0.11520,0.11543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.54587,-0.71027,-0.02667,0.02688,-0.13248,0.21925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.56255,-0.71072,-0.02556,0.02683,0.20922,0.27552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.57923,-0.71112,-0.01989,0.01992,0.37835,0.37838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.59592,-0.71138,-0.01235,0.01718,0.20778,0.21260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.61260,-0.71154,-0.01221,0.01228,-0.31585,0.35297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.62928,-0.71179,-0.02312,0.02312,-0.55044,0.63884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.64597,-0.71231,-0.03219,0.03650,-0.08913,0.14492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.66265,-0.71287,-0.02635,0.02637,0.39890,0.58582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.67933,-0.71319,-0.01700,0.01813,0.35252,0.36478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.69602,-0.71343,-0.01493,0.01562,0.07350,0.24517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.71270,-0.71369,-0.01494,0.02191,-0.38856,0.40141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.72938,-0.71393,-0.02619,0.02619,-0.35385,0.35672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.74607,-0.71456,-0.03098,0.03099,-0.12551,0.36653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.76275,-0.71497,-0.02654,0.02700,0.56193,0.60058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.77943,-0.71544,-0.01567,0.01711,0.24634,0.56013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.79612,-0.71549,-0.01282,0.01325,0.10350,0.32764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.81280,-0.71587,-0.01775,0.01791,-0.56623,0.57770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.82948,-0.71608,-0.02671,0.02676,-0.03375,0.34704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.84617,-0.71676,-0.02586,0.02603,0.05647,0.21673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.86285,-0.71694,-0.01751,0.01753,0.37286,0.39504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.87953,-0.71735,-0.01835,0.01846,0.16660,0.66869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
