t 1fps,x,vx,v,ax,a,,t 2fps,x,vx,v,ax,a,,t 3fps,x,vx,v,ax,a,,t 4fps,x,vx,v,ax,a,,t 5fps,x,vx,v,ax,a
0.08342,-0.00740,,,,,,0.08342,-0.00740,,,,,,0.10010,-0.01287,,,,,,0.13347,-0.02471,,,,,,0.08342,-0.00740,,,,
0.10010,-0.01287,-0.31294,0.31499,,,,0.10010,-0.01287,-0.31294,0.31499,,,,0.15015,-0.03001,-0.31786,0.31792,,,,0.20020,-0.04469,-0.28271,0.28290,,,,0.16683,-0.03629,-0.30749,0.30749,,
0.11678,-0.01785,-0.35489,0.35582,-0.80250,1.94955,,0.11678,-0.01785,-0.35489,0.35582,-0.80250,1.94955,,0.20020,-0.04469,-0.28664,0.28677,0.74962,0.75761,,0.26693,-0.06244,-0.23766,0.24136,0.34062,0.34088,,0.25025,-0.05870,-0.24046,0.24413,0.49996,0.50733
0.13347,-0.02471,-0.36460,0.36468,-0.53097,2.60684,,0.13347,-0.02471,-0.36460,0.36468,-0.53097,2.60684,,0.25025,-0.05870,-0.24893,0.25005,0.61188,0.70186,,0.33367,-0.07640,-0.22872,0.22967,0.03825,0.09857,,0.33367,-0.07640,-0.22037,0.22106,-0.07748,0.08327
0.15015,-0.03001,-0.34702,0.35049,2.08770,2.10627,,0.15015,-0.03001,-0.34702,0.35049,2.08770,2.10627,,0.30030,-0.06960,-0.21746,0.22086,0.17543,0.21719,,0.40040,-0.09297,-0.24293,0.24322,-0.02140,0.07286,,0.41708,-0.09547,-0.25586,0.25664,0.04432,0.05164
0.16683,-0.03629,-0.31823,0.31847,2.27313,2.75509,,0.16683,-0.03629,-0.31823,0.31847,2.27313,2.75509,,0.35035,-0.08047,-0.23341,0.23429,-0.30277,0.30300,,0.46713,-0.10883,-0.22858,0.23028,0.16248,0.20017,,0.50050,-0.11909,-0.22756,0.22987,0.21762,0.21788
0.18352,-0.04063,-0.25168,0.25522,-0.12845,1.60935,,0.18352,-0.04063,-0.25168,0.25522,-0.12845,1.60935,,0.40040,-0.09297,-0.25211,0.25295,-0.30066,0.31529,,0.53387,-0.12348,-0.21942,0.22019,0.13732,0.19816,,0.58392,-0.13343,-0.19629,0.19637,0.01554,0.18675
0.20020,-0.04469,-0.31767,0.31806,0.95113,1.07423,,0.20020,-0.04469,-0.31767,0.31806,0.95113,1.07423,,0.45045,-0.10571,-0.26097,0.26493,0.60379,0.60731,,0.60060,-0.13811,-0.21250,0.21293,-0.07163,0.10639,,0.66733,-0.15184,-0.23746,0.23751,-0.32510,0.33560
0.21688,-0.05123,-0.26121,0.26332,0.96380,0.97407,,0.21688,-0.05123,-0.26121,0.26332,0.96380,0.97407,,0.50050,-0.11909,-0.20243,0.20269,0.43911,0.52812,,0.66733,-0.15184,-0.22437,0.22442,-0.27900,0.28660,,0.75075,-0.17305,-0.25216,0.25281,-0.13487,0.13588
0.23357,-0.05340,-0.22400,0.22519,1.27451,1.32052,,0.23357,-0.05340,-0.22400,0.22519,1.27451,1.32052,,0.55055,-0.12597,-0.19003,0.19016,0.12347,0.13551,,0.73407,-0.16806,-0.25443,0.25533,-0.35043,0.35044,,0.83417,-0.19391,-0.25608,0.25623,-0.11039,0.13329
0.25025,-0.05870,-0.27093,0.27133,-0.16960,0.50640,,0.25025,-0.05870,-0.27093,0.27133,-0.16960,0.50640,,0.60060,-0.13811,-0.21789,0.21854,-0.42624,0.42851,,0.80080,-0.18580,-0.27098,0.27126,-0.06301,0.16169,,0.91758,-0.21577,-0.27130,0.27133,0.06829,0.12970
0.26693,-0.06244,-0.20549,0.20593,1.61055,1.67188,,0.26693,-0.06244,-0.20549,0.20593,1.61055,1.67188,,0.65065,-0.14778,-0.21502,0.21506,-0.26966,0.30248,,0.86753,-0.20423,-0.26438,0.26453,0.02804,0.10449,,1.00100,-0.23917,-0.25070,0.25071,0.06556,0.10006
0.28362,-0.06556,-0.21465,0.21588,0.54363,3.23856,,0.28362,-0.06556,-0.21465,0.21588,0.54363,3.23856,,0.70070,-0.15964,-0.25242,0.25247,-0.43981,0.50982,,0.93427,-0.22108,-0.26181,0.26183,0.20073,0.20241,,1.08442,-0.25760,-0.24685,0.24686,0.07774,0.08899
0.30030,-0.06960,-0.20346,0.23433,-0.29488,1.32052,,0.30030,-0.06960,-0.20346,0.23433,-0.29488,1.32052,,0.75075,-0.17305,-0.26134,0.26273,-0.24800,0.25476,,1.00100,-0.23917,-0.24555,0.24555,0.11106,0.12093,,1.16783,-0.28035,-0.25231,0.25253,-0.13436,0.13467
0.31698,-0.07235,-0.20383,0.22597,-0.69741,2.95277,,0.31698,-0.07235,-0.20383,0.22597,-0.69741,2.95277,,0.80080,-0.18580,-0.27081,0.27162,0.04809,0.27218,,1.06773,-0.25386,-0.23610,0.23612,-0.06827,0.11411,,1.25125,-0.29969,-0.25623,0.25623,-0.13525,0.13990
0.33367,-0.07640,-0.24344,0.24383,0.24423,3.85660,,0.33367,-0.07640,-0.24344,0.24383,0.24423,3.85660,,0.85085,-0.20016,-0.26519,0.26539,-0.02377,0.30300,,1.13447,-0.27068,-0.26154,0.26208,-0.13950,0.14330,,1.33467,-0.32310,-0.28424,0.28427,-0.05111,0.05164
0.35035,-0.08047,-0.19688,0.19836,-0.16327,0.22647,,0.35035,-0.08047,-0.19688,0.19836,-0.16327,0.22647,,0.90090,-0.21234,-0.26201,0.26211,0.07397,0.15915,,1.20120,-0.28876,-0.25709,0.25714,-0.02278,0.14154,,1.41808,-0.34711,-0.26551,0.26556,0.24387,0.24475
0.36703,-0.08297,-0.22474,0.22519,-2.23514,2.26467,,0.36703,-0.08297,-0.22474,0.22519,-2.23514,2.26467,,0.95095,-0.22639,-0.26800,0.26805,0.24976,0.25163,,1.26793,-0.30499,-0.25728,0.25731,-0.15773,0.20017,,1.50150,-0.36739,-0.23746,0.23751,0.14628,0.15598
0.38372,-0.08797,-0.29953,0.29980,0.00000,0.00000,,0.38372,-0.08797,-0.29953,0.29980,0.00000,0.00000,,1.00100,-0.23917,-0.23384,0.23385,0.44544,0.44625,,1.33467,-0.32310,-0.28252,0.28320,0.02844,0.08551,,1.58492,-0.38673,-0.24131,0.24131,-0.00577,0.03266
0.40040,-0.09297,-0.22474,0.22519,1.00495,2.43913,,0.40040,-0.09297,-0.22474,0.22519,1.00495,2.43913,,1.05105,-0.24979,-0.21820,0.21820,-0.35473,0.35984,,1.40140,-0.34270,-0.25957,0.25958,0.32883,0.33763,,1.66833,-0.40765,-0.24307,0.24312,-0.25592,0.25654
0.41708,-0.09547,-0.23280,0.23840,-1.39346,2.80125,,0.41708,-0.09547,-0.23280,0.23840,-1.39346,2.80125,,1.10110,-0.26101,-0.26788,0.26812,-0.42413,0.45013,,1.46813,-0.35774,-0.22703,0.22734,0.18953,0.19252,,1.75175,-0.42728,-0.27478,0.27493,-0.13500,0.13693
0.43377,-0.10074,-0.30685,0.31984,-0.48348,0.50640,,0.43377,-0.10074,-0.30685,0.31984,-0.48348,0.50640,,1.15115,-0.27661,-0.27722,0.27747,0.22915,0.25476,,1.53487,-0.37300,-0.23826,0.23854,-0.23798,0.26423,,1.83517,-0.45350,-0.28252,0.28254,-0.02035,0.06077
0.45045,-0.10571,-0.24251,0.24473,0.59927,2.17809,,0.45045,-0.10571,-0.24251,0.24473,0.59927,2.17809,,1.20120,-0.28876,-0.23060,0.23065,0.13950,0.20130,,1.60160,-0.38954,-0.25961,0.25965,-0.07123,0.09227,,1.91858,-0.47441,-0.26188,0.26188,0.12796,0.12827
0.46713,-0.10883,-0.26158,0.26198,-0.95113,1.07423,,0.46713,-0.10883,-0.26158,0.26198,-0.95113,1.07423,,1.25125,-0.29969,-0.25890,0.25900,-0.12453,0.12455,,1.66833,-0.40765,-0.25246,0.25248,0.02140,0.07286,,2.00200,-0.49719,-0.26939,0.26940,-0.03994,0.08594
0.48382,-0.11444,-0.30759,0.31209,0.79736,0.81654,,0.48382,-0.11444,-0.30759,0.31209,0.79736,0.81654,,1.30130,-0.31468,-0.26177,0.26182,-0.45549,0.58365,,1.73507,-0.42324,-0.24765,0.24784,-0.25938,0.26328,,2.08542,-0.51936,-0.26591,0.26635,0.08953,0.08990
0.50050,-0.11909,-0.22400,0.22519,5.09171,5.36876,,0.50050,-0.11909,-0.22400,0.22519,5.09171,5.36876,,1.35135,-0.32589,-0.27997,0.28163,0.03206,0.18145,,1.80180,-0.44071,-0.28981,0.28987,-0.42344,0.44983,,2.16883,-0.54155,-0.25638,0.25645,-0.11991,0.15117
0.51718,-0.12191,-0.13144,0.13388,2.85974,3.09275,,0.51718,-0.12191,-0.13144,0.13388,2.85974,3.09275,,1.40140,-0.34270,-0.28688,0.28691,0.10076,0.32077,,1.86853,-0.46192,-0.31113,0.31123,0.19013,0.19016,,2.25225,-0.56213,-0.27859,0.27865,-0.12067,0.13205
0.53387,-0.12348,-0.12172,0.12192,-1.72633,2.49114,,0.53387,-0.12348,-0.12172,0.12192,-1.72633,2.49114,,1.45145,-0.35461,-0.24668,0.24749,0.87168,0.87185,,1.93527,-0.48223,-0.26424,0.26425,0.37202,0.38111,,2.33567,-0.58803,-0.28992,0.28992,0.04445,0.04878
0.55055,-0.12597,-0.19577,0.19836,-2.69963,2.94408,,0.55055,-0.12597,-0.19577,0.19836,-2.69963,2.94408,,1.50150,-0.36739,-0.21490,0.21516,0.05900,0.28965,,2.00200,-0.49719,-0.24761,0.24789,0.13989,0.14048,,2.41908,-0.61050,-0.26184,0.26184,0.39782,0.39899
0.56723,-0.13001,-0.22363,0.22751,-1.92760,1.94815,,0.56723,-0.13001,-0.22363,0.22751,-1.92760,1.94815,,1.55155,-0.37612,-0.22126,0.22130,-0.41197,0.43329,,2.06873,-0.51528,-0.25966,0.25974,0.02507,0.25201,,2.50250,-0.63171,-0.22807,0.22816,-0.08877,0.10026
0.58392,-0.13343,-0.24288,0.24330,1.25868,1.70228,,0.58392,-0.13343,-0.24288,0.24330,1.25868,1.70228,,1.60160,-0.38954,-0.27442,0.27444,-0.56962,0.56965,,2.13547,-0.53184,-0.23895,0.24009,-0.09967,0.10207,,2.58592,-0.64855,-0.26169,0.26184,-0.33201,0.33700
0.60060,-0.13811,-0.20567,0.20571,-0.64675,0.71615,,0.60060,-0.13811,-0.20567,0.20571,-0.64675,0.71615,,1.65165,-0.40359,-0.27429,0.27430,0.39453,0.42293,,2.20220,-0.54717,-0.26667,0.26675,-0.41691,0.45349,,2.66933,-0.67537,-0.30646,0.30684,,
0.61728,-0.14030,-0.22437,0.22442,0.96063,0.96082,,0.61728,-0.14030,-0.22437,0.22442,0.96063,0.96082,,1.70170,-0.41700,-0.23665,0.23707,0.24940,0.24974,,2.26893,-0.56743,-0.30613,0.30624,-0.20875,0.22155,,2.75275,-0.69968,,,,
0.63397,-0.14560,-0.22437,0.22442,-0.32021,0.32027,,0.63397,-0.14560,-0.22437,0.22442,-0.32021,0.32027,,1.75175,-0.42728,-0.23684,0.23688,-0.71369,0.71968,,2.33567,-0.58803,-0.29229,0.29229,0.34924,0.35386,,2.91958,-0.73960,,,,
0.65065,-0.14778,-0.18698,0.18701,-0.64042,0.64055,,0.65065,-0.14778,-0.18698,0.18701,-0.64042,0.64055,,1.80180,-0.44071,-0.31487,0.31487,-0.58987,0.60418,,2.40240,-0.60644,-0.25718,0.25719,0.38183,0.38866,,3.00300,-0.76265,-0.27208,0.27262,,
0.66733,-0.15184,-0.27112,0.27117,-1.12074,1.12096,,0.66733,-0.15184,-0.27112,0.27117,-1.12074,1.12096,,1.85185,-0.45880,-0.31181,0.31183,0.24659,0.27850,,2.46913,-0.62235,-0.23830,0.23849,0.14088,0.14573,,3.08642,-0.78499,-0.27548,0.27582,0.03708,0.03709
0.68402,-0.15683,-0.23372,0.23377,2.40158,2.40205,,0.68402,-0.15683,-0.23372,0.23377,2.40158,2.40205,,1.90190,-0.47192,-0.26843,0.26894,0.71404,0.72253,,2.53587,-0.63825,-0.24069,0.24079,-0.33042,0.33043,,3.16983,-0.80861,-0.27052,0.27078,0.15151,0.15217
0.70070,-0.15964,-0.16828,0.16831,-0.64042,0.64055,,0.70070,-0.15964,-0.16828,0.16831,-0.64042,0.64055,,1.95195,-0.48567,-0.25242,0.25247,-0.11960,0.27850,,2.60260,-0.65448,-0.27813,0.27818,-0.26899,0.27682,,3.25325,-0.83012,-0.24703,0.24783,0.03115,0.03339
0.71738,-0.16244,-0.25242,0.25247,-3.68242,3.68314,,0.71738,-0.16244,-0.25242,0.25247,-3.68242,3.68314,,2.00200,-0.49719,-0.26775,0.26834,0.10533,0.12831,,2.66933,-0.67537,-0.28958,0.29011,0.12107,0.13011,,3.33667,-0.84982,-0.26056,0.26075,-0.03318,0.09654
0.73407,-0.16806,-0.31786,0.31792,0.32021,0.32027,,0.73407,-0.16806,-0.31786,0.31792,0.32021,0.32027,,2.05205,-0.51247,-0.26201,0.26211,-0.00633,0.32027,,2.73607,-0.69313,-0.25223,0.25264,0.13564,0.13860,,3.42008,-0.87359,-0.26405,0.26406,-0.03183,0.03880
